uniprot_acc	uniprot	RefSeqId	Gene	Name
Q9HC62	Q9HC62	59343	SENP2	SUMO1/sentrin/SMT3 specific peptidase 2
Q9HC98	Q9HC98	10783	NEK6	NIMA related kinase 6
Q9HCC0	Q9HCC0	64087	MCCC2	methylcrotonoyl-CoA carboxylase 2
Q9HCD5	Q9HCD5	57727	NCOA5	nuclear receptor coactivator 5
Q9HCE0	Q9HCE0	57724	EPG5	ectopic P-granules autophagy protein 5 homolog
Q9HCE1	Q9HCE1	4343	MOV10	Mov10 RISC complex RNA helicase
Q9HCE5	Q9HCE5	57721	METTL14	methyltransferase like 14
Q9HCG7	Q9HCG7	57704	GBA2	glucosylceramidase beta 2
Q9HCG8	Q9HCG8	57703	CWC22	CWC22 spliceosome associated protein homolog
Q9HCI7	Q9HCI7	55167	MSL2	MSL complex subunit 2
Q9HCK8	Q9HCK8	57680	CHD8	chromodomain helicase DNA binding protein 8
Q9HCL2	Q9HCL2	57678	GPAM	glycerol-3-phosphate acyltransferase, mitochondrial
Q9HCM4	Q9HCM4	57669	EPB41L5	erythrocyte membrane protein band 4.1 like 5
Q9HCN4	Q9HCN4	11321	GPN1	GPN-loop GTPase 1
Q9HCN8	Q9HCN8	23753	SDF2L1	stromal cell derived factor 2 like 1
Q9HCP0	Q9HCP0	53944	CSNK1G1	casein kinase 1 gamma 1
Q9HCS7	Q9HCS7	56949	XAB2	XPA binding protein 2
Q9HCU5	Q9HCU5	10113	PREB	prolactin regulatory element binding
Q9HCU8	Q9HCU8	57804	POLD4	DNA polymerase delta 4, accessory subunit
Q9HD15	Q9HD15	10011	SRA1	steroid receptor RNA activator 1
Q9HD20	Q9HD20	57130	ATP13A1	ATPase 13A1
Q9HD23	Q9HD23	57380	MRS2	MRS2, magnesium transporter
Q9HD26	Q9HD26	57120	GOPC	golgi associated PDZ and coiled-coil motif containing
Q9HD33	Q9HD33	57129	MRPL47	mitochondrial ribosomal protein L47
Q9HD34	Q9HD34	57128	LYRM4	LYR motif containing 4
Q9HD40	Q9HD40	51091	SEPSECS	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
Q9HD42	Q9HD42	5119	CHMP1A	charged multivesicular body protein 1A
Q9HD45	Q9HD45	56889	TM9SF3	transmembrane 9 superfamily member 3
Q9HD47	Q9HD47	29098	RANGRF	RAN guanine nucleotide release factor
Q9HD67	Q9HD67	4651	MYO10	myosin X
Q9HDC9	Q9HDC9	57136	APMAP	adipocyte plasma membrane associated protein
Q9NNW5	Q9NNW5	11180	WDR6	WD repeat domain 6
Q9NNW7	Q9NNW7	10587	TXNRD2	thioredoxin reductase 2
Q9NP50	Q9NP50	58516	SINHCAF	SIN3-HDAC complex associated factor
Q9NP58	Q9NP58	10058	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)
Q9NP61	Q9NP61	26286	ARFGAP3	ADP ribosylation factor GTPase activating protein 3
Q9NP64	Q9NP64	51538	ZCCHC17	zinc finger CCHC-type containing 17
Q9NP66	Q9NP66	10363	HMG20A	high mobility group 20A
Q9NP72	Q9NP72	22931	RAB18	RAB18, member RAS oncogene family
Q9NP77	Q9NP77	29101	SSU72	SSU72 homolog, RNA polymerase II CTD phosphatase
Q9NP79	Q9NP79	51534	VTA1	vesicle trafficking 1
Q9NP80	Q9NP80	50640	PNPLA8	patatin like phospholipase domain containing 8
Q9NP81	Q9NP81	54938	SARS2	seryl-tRNA synthetase 2, mitochondrial
Q9NP92	Q9NP92	10884	MRPS30	mitochondrial ribosomal protein S30
Q9NPA0	Q9NPA0	56851	EMC7	ER membrane protein complex subunit 7
Q9NPA8	Q9NPA8	56943	ENY2	ENY2, transcription and export complex 2 subunit
Q9NPB8	Q9NPB8	56261	GPCPD1	glycerophosphocholine phosphodiesterase 1
Q9NPD3	Q9NPD3	54512	EXOSC4	exosome component 4
Q9NPD8	Q9NPD8	29089	UBE2T	ubiquitin conjugating enzyme E2 T
Q9NPE3	Q9NPE3	55505	NOP10	NOP10 ribonucleoprotein
Q9NPF0	Q9NPF0	51293	CD320	CD320 molecule
Q9NPF2	Q9NPF2	50515	CHST11	carbohydrate sulfotransferase 11
Q9NPF4	Q9NPF4	55644	OSGEP	O-sialoglycoprotein endopeptidase
Q9NPF5	Q9NPF5	55929	DMAP1	DNA methyltransferase 1 associated protein 1
Q9NPG3	Q9NPG3	29855	UBN1	ubinuclein 1
Q9NPH0	Q9NPH0	51205	ACP6	acid phosphatase 6, lysophosphatidic
Q9NPH2	Q9NPH2	51477	ISYNA1	inositol-3-phosphate synthase 1
Q9NPI1	Q9NPI1	29117	BRD7	bromodomain containing 7
Q9NPI6	Q9NPI6	55802	DCP1A	decapping mRNA 1A
Q9NPJ3	Q9NPJ3	55856	ACOT13	acyl-CoA thioesterase 13
Q9NPJ6	Q9NPJ6	29079	MED4	mediator complex subunit 4
Q9NPL8	Q9NPL8	51300	TIMMDC1	translocase of inner mitochondrial membrane domain containing 1
Q9NPQ8	Q9NPQ8	60626	RIC8A	RIC8 guanine nucleotide exchange factor A
Q9NPR9	Q9NPR9	56927	GPR108	G protein-coupled receptor 108
Q9NQ25	Q9NQ25	57823	SLAMF7	SLAM family member 7
Q9NQ29	Q9NQ29	55692	LUC7L	LUC7 like
Q9NQ48	Q9NQ48	54585	LZTFL1	leucine zipper transcription factor like 1
Q9NQ50	Q9NQ50	64976	MRPL40	mitochondrial ribosomal protein L40
Q9NQ55	Q9NQ55	56342	PPAN	peter pan homolog (Drosophila)
Q9NQ88	Q9NQ88	57103	TIGAR	TP53 induced glycolysis regulatory phosphatase
Q9NQ89	Q9NQ89	57102	C12orf4	chromosome 12 open reading frame 4
Q9NQA3	Q9NQA3	NA	NA	NA
Q9NQC1	Q9NQC1	23338	JADE2	jade family PHD finger 2
Q9NQC3	Q9NQC3	57142	RTN4	reticulon 4
Q9NQC7	Q9NQC7	1540	CYLD	CYLD lysine 63 deubiquitinase
Q9NQG5	Q9NQG5	58490	RPRD1B	regulation of nuclear pre-mRNA domain containing 1B
Q9NQG6	Q9NQG6	54471	MIEF1	mitochondrial elongation factor 1
Q9NQG7	Q9NQG7	89781	HPS4	HPS4, biogenesis of lysosomal organelles complex 3 subunit 2
Q9NQH7	Q9NQH7	63929	XPNPEP3	X-prolyl aminopeptidase 3
Q9NQL2	Q9NQL2	58528	RRAGD	Ras related GTP binding D
Q9NQP4	Q9NQP4	5203	PFDN4	prefoldin subunit 4
Q9NQR4	Q9NQR4	56954	NIT2	nitrilase family member 2
Q9NQS1	Q9NQS1	57099	AVEN	apoptosis and caspase activation inhibitor
Q9NQS7	Q9NQS7	3619	INCENP	inner centromere protein
Q9NQT4	Q9NQT4	56915	EXOSC5	exosome component 5
Q9NQT5	Q9NQT5	51010	EXOSC3	exosome component 3
Q9NQT8	Q9NQT8	23303	KIF13B	kinesin family member 13B
Q9NQV6	Q9NQV6	56980	PRDM10	PR/SET domain 10
Q9NQW6	Q9NQW6	54443	ANLN	anillin actin binding protein
Q9NQW7	Q9NQW7	7511	XPNPEP1	X-prolyl aminopeptidase 1
Q9NQX3	Q9NQX3	10243	GPHN	gephyrin
Q9NQX7	Q9NQX7	81618	ITM2C	integral membrane protein 2C
Q9NQZ2	Q9NQZ2	57050	UTP3	UTP3, small subunit processome component
Q9NQZ5	Q9NQZ5	56910	STARD7	StAR related lipid transfer domain containing 7
Q9NR09	Q9NR09	57448	BIRC6	baculoviral IAP repeat containing 6
Q9NR12	Q9NR12	9260	PDLIM7	PDZ and LIM domain 7
Q9NR19	Q9NR19	55902	ACSS2	acyl-CoA synthetase short chain family member 2
Q9NR28	Q9NR28	56616	DIABLO	diablo IAP-binding mitochondrial protein
Q9NR30	Q9NR30	9188	DDX21	DExD-box helicase 21
Q9NR31	Q9NR31	56681	SAR1A	secretion associated Ras related GTPase 1A
Q9NR45	Q9NR45	54187	"NANS"	N-acetylneuraminate synthase
Q9NR46	Q9NR46	56904	SH3GLB2	SH3 domain containing GRB2 like, endophilin B2
Q9NR50	Q9NR50	8891	EIF2B3	eukaryotic translation initiation factor 2B subunit gamma
Q9NR56	Q9NR56	4154	MBNL1	muscleblind like splicing regulator 1
Q9NR77	Q9NR77	5827	PXMP2	peroxisomal membrane protein 2
Q9NRA0	Q9NRA0	56848	SPHK2	sphingosine kinase 2
Q9NRA2	Q9NRA2	26503	SLC17A5	solute carrier family 17 member 5
Q9NRA8	Q9NRA8	56478	EIF4ENIF1	eukaryotic translation initiation factor 4E nuclear import factor 1
Q9NRB3	Q9NRB3	55501	CHST12	carbohydrate sulfotransferase 12
Q9NRC1	Q9NRC1	7982	ST7	suppression of tumorigenicity 7
Q9NRC8	Q9NRC8	51547	SIRT7	sirtuin 7
Q9NRD1	Q9NRD1	26270	FBXO6	F-box protein 6
Q9NRF2	Q9NRF2	25970	SH2B1	SH2B adaptor protein 1
Q9NRF8	Q9NRF8	56474	CTPS2	CTP synthase 2
Q9NRF9	Q9NRF9	54107	POLE3	DNA polymerase epsilon 3, accessory subunit
Q9NRG4	Q9NRG4	56950	SMYD2	SET and MYND domain containing 2
Q9NRG7	Q9NRG7	56948	SDR39U1	short chain dehydrogenase/reductase family 39U member 1
Q9NRG9	Q9NRG9	8086	AAAS	aladin WD repeat nucleoporin
Q9NRK6	Q9NRK6	23456	ABCB10	ATP binding cassette subfamily B member 10
Q9NRL2	Q9NRL2	11177	BAZ1A	bromodomain adjacent to zinc finger domain 1A
Q9NRL3	Q9NRL3	29888	STRN4	striatin 4
Q9NRN7	Q9NRN7	60496	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
Q9NRN9	Q9NRN9	29081	METTL5	methyltransferase like 5
Q9NRP0	Q9NRP0	58505	OSTC	oligosaccharyltransferase complex non-catalytic subunit
Q9NRP2	Q9NRP2	56942	CMC2	C-X9-C motif containing 2
Q9NRP4	Q9NRP4	57001	SDHAF3	succinate dehydrogenase complex assembly factor 3
Q9NRQ5	Q9NRQ5	56935	SMCO4	single-pass membrane protein with coiled-coil domains 4
Q9NRR3	Q9NRR3	56990	CDC42SE2	CDC42 small effector 2
Q9NRR5	Q9NRR5	56893	UBQLN4	ubiquilin 4
Q9NRS6	Q9NRS6	29907	SNX15	sorting nexin 15
Q9NRW3	Q9NRW3	27350	APOBEC3C	apolipoprotein B mRNA editing enzyme catalytic subunit 3C
Q9NRW4	Q9NRW4	56940	DUSP22	dual specificity phosphatase 22
Q9NRW7	Q9NRW7	11311	VPS45	vacuolar protein sorting 45 homolog
Q9NRX1	Q9NRX1	56902	PNO1	partner of NOB1 homolog
Q9NRX2	Q9NRX2	63875	MRPL17	mitochondrial ribosomal protein L17
Q9NRX4	Q9NRX4	29085	PHPT1	phosphohistidine phosphatase 1
Q9NRX5	Q9NRX5	57515	SERINC1	serine incorporator 1
Q9NRX6	Q9NRX6	56900	TMEM167B	transmembrane protein 167B
Q9NRY2	Q9NRY2	58493	INIP	INTS3 and NABP interacting protein
Q9NRY4	Q9NRY4	2909	ARHGAP35	Rho GTPase activating protein 35
Q9NRY5	Q9NRY5	10827	FAM114A2	family with sequence similarity 114 member A2
Q9NRY6	Q9NRY6	57048	PLSCR3	phospholipid scramblase 3
Q9NRZ7	Q9NRZ7	56894	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3
Q9NRZ9	Q9NRZ9	3070	HELLS	helicase, lymphoid specific
Q9NS00	Q9NS00	56913	C1GALT1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1
Q9NS23	Q9NS23	11186	RASSF1	Ras association domain family member 1
Q9NS69	Q9NS69	56993	TOMM22	translocase of outer mitochondrial membrane 22
Q9NS73	Q9NS73	51562	MBIP	MAP3K12 binding inhibitory protein 1
Q9NS86	Q9NS86	55915	LANCL2	LanC like 2
Q9NS87	Q9NS87	56992	KIF15	kinesin family member 15
Q9NS91	Q9NS91	56852	RAD18	RAD18, E3 ubiquitin protein ligase
Q9NS93	Q9NS93	51768	TM7SF3	transmembrane 7 superfamily member 3
Q9NSD9	Q9NSD9	10056	FARSB	phenylalanyl-tRNA synthetase beta subunit
Q9NSE4	Q9NSE4	55699	IARS2	isoleucyl-tRNA synthetase 2, mitochondrial
Q9NSG2	Q9NSG2	55732	C1orf112	chromosome 1 open reading frame 112
Q9NSI2	Q9NSI2	85395	FAM207A	family with sequence similarity 207 member A
Q9NSI8	Q9NSI8	64092	SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1
Q9NSK0	Q9NSK0	89953	KLC4	kinesin light chain 4
Q9NSP4	Q9NSP4	79019	CENPM	centromere protein M
Q9NSU2	Q9NSU2	11277	TREX1	three prime repair exonuclease 1
Q9NSV4	Q9NSV4	81624	DIAPH3	diaphanous related formin 3
Q9NSY1	Q9NSY1	55589	BMP2K	BMP2 inducible kinase
Q9NT62	Q9NT62	64422	ATG3	autophagy related 3
Q9NTG7	Q9NTG7	23410	SIRT3	sirtuin 3
Q9NTI5	Q9NTI5	23047	PDS5B	PDS5 cohesin associated factor B
Q9NTJ3	Q9NTJ3	10051	SMC4	structural maintenance of chromosomes 4
Q9NTJ4	Q9NTJ4	4123	MAN2C1	mannosidase alpha class 2C member 1
Q9NTJ5	Q9NTJ5	22908	SACM1L	SAC1 like phosphatidylinositide phosphatase
Q9NTK5	Q9NTK5	29789	OLA1	Obg like ATPase 1
Q9NTM9	Q9NTM9	51076	CUTC	cutC copper transporter
Q9NTX5	Q9NTX5	55862	ECHDC1	ethylmalonyl-CoA decarboxylase 1
Q9NTZ6	Q9NTZ6	10137	RBM12	RNA binding motif protein 12
Q9NU19	Q9NU19	55633	TBC1D22B	TBC1 domain family member 22B
Q9NU22	Q9NU22	23195	MDN1	midasin AAA ATPase 1
Q9NU23	Q9NU23	57226	LYRM2	LYR motif containing 2
Q9NUA8	Q9NUA8	9923	ZBTB40	zinc finger and BTB domain containing 40
Q9NUB1	Q9NUB1	84532	ACSS1	acyl-CoA synthetase short chain family member 1
Q9NUD5	Q9NUD5	85364	ZCCHC3	zinc finger CCHC-type containing 3
Q9NUI1	Q9NUI1	26063	DECR2	2,4-dienoyl-CoA reductase 2
Q9NUJ1	Q9NUJ1	55347	ABHD10	abhydrolase domain containing 10
Q9NUJ3	Q9NUJ3	55346	TCP11L1	t-complex 11 like 1
Q9NUL3	Q9NUL3	27067	STAU2	staufen double-stranded RNA binding protein 2
Q9NUL5	Q9NUL5	55337	C19orf66	chromosome 19 open reading frame 66
Q9NUL7	Q9NUL7	55794	DDX28	DEAD-box helicase 28
Q9NUM3	Q9NUM3	55334	SLC39A9	solute carrier family 39 member 9
Q9NUM4	Q9NUM4	54664	TMEM106B	transmembrane protein 106B
Q9NUN5	Q9NUN5	55788	LMBRD1	LMBR1 domain containing 1
Q9NUP9	Q9NUP9	55327	LIN7C	lin-7 homolog C, crumbs cell polarity complex component
Q9NUQ2	Q9NUQ2	55326	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5
Q9NUQ3	Q9NUQ3	55787	TXLNG	taxilin gamma
Q9NUQ6	Q9NUQ6	26010	SPATS2L	spermatogenesis associated serine rich 2 like
Q9NUQ7	Q9NUQ7	55325	UFSP2	UFM1 specific peptidase 2
Q9NUQ8	Q9NUQ8	55324	ABCF3	ATP binding cassette subfamily F member 3
Q9NUQ9	Q9NUQ9	51571	FAM49B	family with sequence similarity 49 member B
Q9NUS5	Q9NUS5	55317	AP5S1	adaptor related protein complex 5 sigma 1 subunit
Q9NUT2	Q9NUT2	11194	ABCB8	ATP binding cassette subfamily B member 8
Q9NUU7	Q9NUU7	55308	DDX19A	DEAD-box helicase 19A
Q9NUW8	Q9NUW8	55775	TDP1	tyrosyl-DNA phosphodiesterase 1
Q9NUX5	Q9NUX5	25913	POT1	protection of telomeres 1
Q9NUY8	Q9NUY8	55773	TBC1D23	TBC1 domain family member 23
Q9NV06	Q9NV06	25879	DCAF13	DDB1 and CUL4 associated factor 13
Q9NV31	Q9NV31	55272	IMP3	IMP3, U3 small nucleolar ribonucleoprotein
Q9NV70	Q9NV70	55763	EXOC1	exocyst complex component 1
Q9NV88	Q9NV88	55756	INTS9	integrator complex subunit 9
Q9NV96	Q9NV96	55754	TMEM30A	transmembrane protein 30A
Q9NVA1	Q9NVA1	55245	UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1
Q9NVA2	Q9NVA2	55752	SEPT11	septin 11
Q9NVA4	Q9NVA4	55751	TMEM184C	transmembrane protein 184C
Q9NVC6	Q9NVC6	9440	MED17	mediator complex subunit 17
Q9NVE5	Q9NVE5	55230	USP40	ubiquitin specific peptidase 40
Q9NVE7	Q9NVE7	55229	PANK4	pantothenate kinase 4
Q9NVF7	Q9NVF7	23219	FBXO28	F-box protein 28
Q9NVG8	Q9NVG8	54662	TBC1D13	TBC1 domain family member 13
Q9NVH0	Q9NVH0	55218	EXD2	exonuclease 3'-5' domain containing 2
Q9NVH1	Q9NVH1	55735	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11
Q9NVH2	Q9NVH2	25896	INTS7	integrator complex subunit 7
Q9NVH6	Q9NVH6	55217	TMLHE	trimethyllysine hydroxylase, epsilon
Q9NVI1	Q9NVI1	55215	FANCI	Fanconi anemia complementation group I
Q9NVI7	Q9NVI7	55210	ATAD3A	ATPase family, AAA domain containing 3A
Q9NVJ2	Q9NVJ2	55207	ARL8B	ADP ribosylation factor like GTPase 8B
Q9NVM4	Q9NVM4	54496	PRMT7	protein arginine methyltransferase 7
Q9NVM6	Q9NVM6	55192	DNAJC17	DnaJ heat shock protein family (Hsp40) member C17
Q9NVM9	Q9NVM9	55726	INTS13	integrator complex subunit 13
Q9NVN3	Q9NVN3	55188	RIC8B	RIC8 guanine nucleotide exchange factor B
Q9NVN8	Q9NVN8	54552	GNL3L	G protein nucleolar 3 like
Q9NVP1	Q9NVP1	8886	DDX18	DEAD-box helicase 18
Q9NVP2	Q9NVP2	55723	ASF1B	anti-silencing function 1B histone chaperone
Q9NVR2	Q9NVR2	55174	INTS10	integrator complex subunit 10
Q9NVS2	Q9NVS2	55168	MRPS18A	mitochondrial ribosomal protein S18A
Q9NVS9	Q9NVS9	55163	PNPO	pyridoxamine 5'-phosphate oxidase
Q9NVT9	Q9NVT9	55156	ARMC1	armadillo repeat containing 1
Q9NVU0	Q9NVU0	55718	POLR3E	RNA polymerase III subunit E
Q9NVU7	Q9NVU7	55153	SDAD1	SDA1 domain containing 1
Q9NVV0	Q9NVV0	55151	TMEM38B	transmembrane protein 38B
Q9NVV4	Q9NVV4	55149	MTPAP	mitochondrial poly(A) polymerase
Q9NVV5	Q9NVV5	51390	AIG1	androgen induced 1
Q9NVX2	Q9NVX2	54475	NLE1	notchless homolog 1
Q9NVZ3	Q9NVZ3	55707	NECAP2	NECAP endocytosis associated 2
Q9NW08	Q9NW08	55703	POLR3B	RNA polymerase III subunit B
Q9NW13	Q9NW13	55131	RBM28	RNA binding motif protein 28
Q9NW15	Q9NW15	55129	ANO10	anoctamin 10
Q9NW64	Q9NW64	55696	RBM22	RNA binding motif protein 22
Q9NW68	Q9NW68	55108	BSDC1	BSD domain containing 1
Q9NW81	Q9NW81	55101	DMAC2	distal membrane arm assembly complex 2
Q9NW82	Q9NW82	55100	WDR70	WD repeat domain 70
Q9NWB6	Q9NWB6	55082	ARGLU1	arginine and glutamate rich 1
Q9NWH9	Q9NWH9	79811	SLTM	SAFB like transcription modulator
Q9NWK9	Q9NWK9	54680	ZNHIT6	zinc finger HIT-type containing 6
Q9NWQ8	Q9NWQ8	55824	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1
Q9NWS0	Q9NWS0	55011	PIH1D1	PIH1 domain containing 1
Q9NWS6	Q9NWS6	55007	FAM118A	family with sequence similarity 118 member A
Q9NWS8	Q9NWS8	55005	RMND1	required for meiotic nuclear division 1 homolog
Q9NWT1	Q9NWT1	55003	PAK1IP1	PAK1 interacting protein 1
Q9NWT6	Q9NWT6	55662	HIF1AN	hypoxia inducible factor 1 alpha subunit inhibitor
Q9NWT8	Q9NWT8	54998	AURKAIP1	aurora kinase A interacting protein 1
Q9NWU1	Q9NWU1	54995	OXSM	3-oxoacyl-ACP synthase, mitochondrial
Q9NWU2	Q9NWU2	54994	GID8	GID complex subunit 8 homolog
Q9NWU5	Q9NWU5	29093	MRPL22	mitochondrial ribosomal protein L22
Q9NWV4	Q9NWV4	54987	C1orf123	chromosome 1 open reading frame 123
Q9NWV8	Q9NWV8	29086	BABAM1	BRISC and BRCA1 A complex member 1
Q9NWX6	Q9NWX6	54974	THG1L	tRNA-histidine guanylyltransferase 1 like
Q9NWY4	Q9NWY4	54969	HPF1	histone PARylation factor 1
Q9NWZ3	Q9NWZ3	51135	IRAK4	interleukin 1 receptor associated kinase 4
Q9NWZ5	Q9NWZ5	54963	UCKL1	uridine-cytidine kinase 1 like 1
Q9NWZ8	Q9NWZ8	54960	GEMIN8	gem nuclear organelle associated protein 8
Q9NX00	Q9NX00	54958	TMEM160	transmembrane protein 160
Q9NX02	Q9NX02	55655	NLRP2	NLR family pyrin domain containing 2
Q9NX07	Q9NX07	54952	TRNAU1AP	tRNA selenocysteine 1 associated protein 1
Q9NX08	Q9NX08	54951	COMMD8	COMM domain containing 8
Q9NX14	Q9NX14	54539	NDUFB11	"NADH:ubiquinone oxidoreductase subunit B11"
Q9NX18	Q9NX18	54949	SDHAF2	succinate dehydrogenase complex assembly factor 2
Q9NX20	Q9NX20	54948	MRPL16	mitochondrial ribosomal protein L16
Q9NX24	Q9NX24	55651	NHP2	NHP2 ribonucleoprotein
Q9NX38	Q9NX38	54942	FAM206A	family with sequence similarity 206 member A
Q9NX40	Q9NX40	54940	OCIAD1	OCIA domain containing 1
Q9NX46	Q9NX46	54936	ADPRHL2	ADP-ribosylhydrolase like 2
Q9NX47	Q9NX47	54708	MARCH5	membrane associated ring-CH-type finger 5
Q9NX55	Q9NX55	25764	HYPK	huntingtin interacting protein K
Q9NX58	Q9NX58	55646	LYAR	Ly1 antibody reactive
Q9NX61	Q9NX61	54929	TMEM161A	transmembrane protein 161A
Q9NX62	Q9NX62	54928	IMPAD1	inositol monophosphatase domain containing 1
Q9NX63	Q9NX63	54927	CHCHD3	coiled-coil-helix-coiled-coil-helix domain containing 3
Q9NX70	Q9NX70	55588	MED29	mediator complex subunit 29
Q9NX74	Q9NX74	54920	DUS2	dihydrouridine synthase 2
Q9NX76	Q9NX76	54918	CMTM6	CKLF like MARVEL transmembrane domain containing 6
Q9NXA8	Q9NXA8	23408	SIRT5	sirtuin 5
Q9NXC2	Q9NXC2	54438	GFOD1	glucose-fructose oxidoreductase domain containing 1
Q9NXC5	Q9NXC5	54468	MIOS	meiosis regulator for oocyte development
Q9NXE4	Q9NXE4	55627	SMPD4	sphingomyelin phosphodiesterase 4
Q9NXE8	Q9NXE8	54883	CWC25	CWC25 spliceosome associated protein homolog
Q9NXF1	Q9NXF1	54881	TEX10	testis expressed 10
Q9NXF7	Q9NXF7	54876	DCAF16	DDB1 and CUL4 associated factor 16
Q9NXG2	Q9NXG2	55623	THUMPD1	THUMP domain containing 1
Q9NXH8	Q9NXH8	54863	TOR4A	torsin family 4 member A
Q9NXH9	Q9NXH9	55621	TRMT1	tRNA methyltransferase 1
Q9NXJ5	Q9NXJ5	54858	PGPEP1	pyroglutamyl-peptidase I
Q9NXL6	Q9NXL6	54847	SIDT1	SID1 transmembrane family member 1
Q9NXR1	Q9NXR1	54820	NDE1	nudE neurodevelopment protein 1
Q9NXR7	Q9NXR7	9577	BABAM2	BRISC and BRCA1 A complex member 2
Q9NXS2	Q9NXS2	54814	QPCTL	glutaminyl-peptide cyclotransferase like
Q9NXV2	Q9NXV2	54442	KCTD5	potassium channel tetramerization domain containing 5
Q9NXV6	Q9NXV6	55602	CDKN2AIP	CDKN2A interacting protein
Q9NXW2	Q9NXW2	54788	DNAJB12	DnaJ heat shock protein family (Hsp40) member B12
Q9NXW9	Q9NXW9	54784	ALKBH4	alkB homolog 4, lysine demethylase
Q9NXX6	Q9NXX6	54780	NSMCE4A	NSE4 homolog A, SMC5-SMC6 complex component
Q9NY12	Q9NY12	54433	GAR1	GAR1 ribonucleoprotein
Q9NY26	Q9NY26	27173	SLC39A1	solute carrier family 39 member 1
Q9NY27	Q9NY27	151987	PPP4R2	protein phosphatase 4 regulatory subunit 2
Q9NY33	Q9NY33	10072	DPP3	dipeptidyl peptidase 3
Q9NY35	Q9NY35	56650	CLDND1	claudin domain containing 1
Q9NY61	Q9NY61	26574	AATF	apoptosis antagonizing transcription factor
Q9NY65	Q9NY65	1962	EHHADH	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase
Q9NY93	Q9NY93	54606	DDX56	DEAD-box helicase 56
Q9NY97	Q9NY97	10678	B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2
Q9NYA4	Q9NYA4	9110	MTMR4	myotubularin related protein 4
Q9NYB0	Q9NYB0	54386	TERF2IP	TERF2 interacting protein
Q9NYB9	Q9NYB9	10152	ABI2	abl interactor 2
Q9NYF8	Q9NYF8	9774	BCLAF1	BCL2 associated transcription factor 1
Q9NYH9	Q9NYH9	55813	UTP6	UTP6, small subunit processome component
Q9NYJ1	Q9NYJ1	51287	COA4	cytochrome c oxidase assembly factor 4 homolog
Q9NYJ8	Q9NYJ8	23118	TAB2	TGF-beta activated kinase 1/MAP3K7 binding protein 2
Q9NYK1	Q9NYK1	51284	TLR7	toll like receptor 7
Q9NYK5	Q9NYK5	54148	MRPL39	mitochondrial ribosomal protein L39
Q9NYL2	Q9NYL2	51776	MAP3K20	mitogen-activated protein kinase kinase kinase 20
Q9NYL4	Q9NYL4	51303	FKBP11	FK506 binding protein 11
Q9NYL9	Q9NYL9	29766	TMOD3	tropomodulin 3
Q9NYM9	Q9NYM9	51272	BET1L	Bet1 golgi vesicular membrane trafficking protein like
Q9NYP7	Q9NYP7	60481	ELOVL5	ELOVL fatty acid elongase 5
Q9NYR9	Q9NYR9	28511	NKIRAS2	NFKB inhibitor interacting Ras like 2
Q9NYS0	Q9NYS0	28512	NKIRAS1	NFKB inhibitor interacting Ras like 1
Q9NYU2	Q9NYU2	56886	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1
Q9NYV4	Q9NYV4	51755	CDK12	cyclin dependent kinase 12
Q9NYV6	Q9NYV6	54700	RRN3	RRN3 homolog, RNA polymerase I transcription factor
Q9NYY8	Q9NYY8	22868	FASTKD2	FAST kinase domains 2
Q9NYZ3	Q9NYZ3	51512	GTSE1	G2 and S-phase expressed 1
Q9NZ01	Q9NZ01	9524	TECR	trans-2,3-enoyl-CoA reductase
Q9NZ08	Q9NZ08	51752	ERAP1	endoplasmic reticulum aminopeptidase 1
Q9NZ09	Q9NZ09	51271	UBAP1	ubiquitin associated protein 1
Q9NZ32	Q9NZ32	55860	ACTR10	actin related protein 10 homolog
Q9NZ43	Q9NZ43	55850	USE1	unconventional SNARE in the ER 1
Q9NZ45	Q9NZ45	55847	CISD1	CDGSH iron sulfur domain 1
Q9NZ52	Q9NZ52	23163	GGA3	golgi associated, gamma adaptin ear containing, ARF binding protein 3
Q9NZ63	Q9NZ63	51759	C9orf78	chromosome 9 open reading frame 78
Q9NZB2	Q9NZB2	23196	FAM120A	family with sequence similarity 120A
Q9NZC3	Q9NZC3	51573	GDE1	glycerophosphodiester phosphodiesterase 1
Q9NZC9	Q9NZC9	50485	SMARCAL1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1
Q9NZD2	Q9NZD2	51228	GLTP	glycolipid transfer protein
Q9NZD8	Q9NZD8	51324	SPG21	SPG21, maspardin
Q9NZE8	Q9NZE8	51318	MRPL35	mitochondrial ribosomal protein L35
